"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50108302","COFFEE AVENUE","Queens","34-56","33 STREET","11106","7182556362","Greek","2025-11-24T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","23",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.757625364375","-73.926710855117","401","22","005700","4008178","4006090001","QN70","POINT (-73.926710855117 40.757625364375)"
"41680332","TOOKER ALLEY","Brooklyn","793","WASHINGTON AVENUE","11238","3479554743","American","2026-04-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","21","N",,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.672889776166","-73.962803739168","308","35","021500","3029547","3011770003","BK64","POINT (-73.962803739168 40.672889776166)"
"50133366","NEW ASIA","Manhattan","666","AMSTERDAM AVENUE","10025","6466783689","Chinese","2024-02-20T00:00:00.000","Violations were cited in the following area(s).","06B","Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.","Critical","26",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.791809318966","-73.972011249834","107","07","017900","1086844","1012400036","MN12","POINT (-73.972011249834 40.791809318966)"
"50086945","GRACE CARIBBEAN CUISINE","Brooklyn","2026","NOSTRAND AVENUE","11210","3474351034","Caribbean","2019-06-04T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","35",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Reopening Inspection","40.635813007895","-73.947980219288","314","45","078600","3121727","3052520040","BK42","POINT (-73.947980219288 40.635813007895)"
"50057220","SUBWAY","Bronx","3422","JEROME AVENUE","10467","7185766031","Sandwiches","2022-10-27T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","5","A","2022-10-27T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.881363144786","-73.882772852963","207","11","042100","2017769","2033270084","BX43","POINT (-73.882772852963 40.881363144786)"
"50185269","TEA LEAF CREAMERY NEW YORK LLC","Manhattan","33","SAINT MARKS PLACE","10003","3057948022",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-07-01T06:00:18.000",,"40.728814429336","-73.988180111968","103","02","003800","1006749","1004640043","MN22","POINT (-73.988180111968 40.728814429336)"
"50153838","LUNA CAFE","Bronx","601","EAST  187 STREET","10458","9179154878","Coffee/Tea","2025-02-18T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2026-07-01T06:00:16.000","Smoke-Free Air Act / Re-inspection","40.855501494332","-73.887456561445","206","15","038900","2097284","2030770001","BX06","POINT (-73.887456561445 40.855501494332)"
"50018482","M&S NICE RESTAURANT","Queens","819","SENECA AVENUE","11385","7185763625","Latin American","2025-06-03T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","2025-06-03T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.701311656485","-73.90515544983","405","30","055100","4437715","4034630001","QN20","POINT (-73.90515544983 40.701311656485)"
"50126707","SUBWAY","Manhattan","852","10 AVENUE","10019","6465152056","Sandwiches","2024-04-15T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","26","B","2024-04-15T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.768528457053","-73.98896727691","104","03","013900","1026855","1010660001","MN15","POINT (-73.98896727691 40.768528457053)"
"40989787","NOLBU SUSHI","Queens","164-25","NORTHERN BOULEVARD","11358","7183211151","Korean","2023-05-02T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","2023-05-02T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.76062579504","-73.801766564649","407","19","117100","4120509","4053390001","QN51","POINT (-73.801766564649 40.76062579504)"
"50097837","DOUZO","Manhattan","63","DELANCEY STREET","10002","2129256200","Japanese","2024-06-11T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","22",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.719336993754","-73.990847748697","103","01","001800","1005457","1004140018","MN27","POINT (-73.990847748697 40.719336993754)"
"50105996","LA AUTENTICA AMBATENITA BAKERY","Queens","94-19","ROOSEVELT AVENUE","11372","7184069606","Latin American","2024-10-10T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","13","A","2024-10-10T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.748863054776","-73.872266176485","403","21","027300","4036557","4014820042","QN28","POINT (-73.872266176485 40.748863054776)"
"50141664","SANDWELL","Manhattan","412","AMSTERDAM AVENUE","10024","4432050566","Sandwiches","2026-06-09T00:00:00.000","Violations were cited in the following area(s).","03I","Juice packaged on premises with no or incomplete label, no warning statement","Critical","19",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.783628514582","-73.977980084339","107","06","016700","1032634","1012270034","MN12","POINT (-73.977980084339 40.783628514582)"
"50016457","ACADEMY CAFE","Queens","30-29","COLLEGE POINT BOULEVARD","11354","9173853856","American","2024-08-15T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","15","B","2024-08-15T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.770581776434","-73.843031466434","407","19","090700","4541694","4043270001","QN23","POINT (-73.843031466434 40.770581776434)"
"50100952","SIP & PLAY","Brooklyn","471","5 AVENUE","11215","7189711684","Fusion","2022-06-07T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","10","A","2022-06-07T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.668176816504","-73.987116688986","306","39","013900","3022591","3010170004","BK37","POINT (-73.987116688986 40.668176816504)"
"50116749","T-SWIRL CREPE","Manhattan","2","MOTT STREET","10013","2128849280","Sandwiches","2026-03-03T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","13","A","2026-03-03T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.713757237295","-73.998668940906","103","01","002900","1001682","1001620001","MN27","POINT (-73.998668940906 40.713757237295)"
"41367788","LE BON PAIN BAKERY","Queens","211-65","JAMAICA AVENUE","11428","7184648160","Bakery Products/Desserts","2024-10-22T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","26",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.715540714567","-73.747553361498","413","23","054200","4224638","4105460070","QN34","POINT (-73.747553361498 40.715540714567)"
"50176929","CHAHALO","Manhattan","79","MOTT STREET","10013","9296848575","Coffee/Tea","2026-04-06T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","28-06","Contract with a pest management professional not in place. Record of extermination activities not kept on premises.","Not Critical","136",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.716425142794","-73.998008742158","103","01","002900","1002393","1002000020","MN27","POINT (-73.998008742158 40.716425142794)"
"50122279","HAWA SMOOTHIE","Manhattan","201","EAST   33 STREET","10016","6464550863","Juice, Smoothies, Fruit Salads","2026-01-22T00:00:00.000","Violations were cited in the following area(s).","19-06","Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.744913764321","-73.978263597117","106","02","007000","1020103","1009140001","MN20","POINT (-73.978263597117 40.744913764321)"
"50124193","TONG","Queens","153-35B","HILLSIDE AVENUE","11432","9292576996","Bangladeshi","2025-01-16T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","38",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.707304619179","-73.804237742715","408","24","023600","4207478","4097060052","QN35","POINT (-73.804237742715 40.707304619179)"
"50118602","POPEYES LOUISIANA KITCHEN","Manhattan","1572","3 AVENUE","10128","6463689951","Chicken","2026-01-27T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","7","A","2026-01-27T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.780327257557","-73.952893156244","108","05","014802","1048086","1015170035","MN40","POINT (-73.952893156244 40.780327257557)"
"50102576","CANYON ROAD","Manhattan","1470","1 AVENUE","10075","2127341600","Mexican","2024-03-06T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","10","A","2024-03-06T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.77069630942","-73.95387116639","108","05","013200","1045948","1014710003","MN31","POINT (-73.95387116639 40.77069630942)"
"50130466","JIN SANG GUKBAP","Queens","209-35","NORTHERN BOULEVARD","11361","9179304078","Korean","2026-02-02T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","53","Z","2026-02-02T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.759223203124","-73.773571867267","411","19","146700","4438267","4062800020","QN46","POINT (-73.773571867267 40.759223203124)"
"50096127","DYRE AVENUE DINER","Bronx","3803","DYRE AVENUE","10466","7189940036","American","2025-09-24T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","30",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.888031952991","-73.831298966974","212","12","048400","2066437","2049470047","BX03","POINT (-73.831298966974 40.888031952991)"
"41525768","THE WEST","Brooklyn","379","UNION AVENUE","11211","7185991704","Coffee/Tea","2024-03-28T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","13","A","2024-03-28T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.711896922377","-73.951282435248","301","34","051300","3062553","3023750024","BK73","POINT (-73.951282435248 40.711896922377)"
"50177201","CURRY CONER","Queens","33-18","30 AVENUE","11103","3478354985","Indian","2025-10-09T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","N",,"2026-07-01T06:00:14.000","Pre-permit (Non-operational) / Initial Inspection","40.766033264781","-73.919564498622","401","22","006300","4009054","4006250148","QN70","POINT (-73.919564498622 40.766033264781)"
"50115872","HI-COLLAR","Manhattan","231","EAST    9 STREET","10003","2127777018","Japanese","2024-10-28T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","21","B","2024-10-28T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.729613161309","-73.988230482697","103","02","004000","1006802","1004650058","MN22","POINT (-73.988230482697 40.729613161309)"
"50087206","SMØR","Manhattan","441","EAST   12 STREET","10009","6464788391","Scandinavian","2023-10-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","22",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.729483391443","-73.982273597274","103","02","003400","1005999","1004400038","MN22","POINT (-73.982273597274 40.729483391443)"
"50063143","PRINCESA BAKERY & RESTAURANT","Brooklyn","94","GRAHAM AVENUE","11206","7187823822","Latin American","2024-02-07T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2024-02-07T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.70430091633","-73.942693257864","301","34","049100","3071455","3030970108","BK90","POINT (-73.942693257864 40.70430091633)"
"41623184","CHARLOTTE PATISSERIE","Brooklyn","596","MANHATTAN AVENUE","11222","7183838313","Coffee/Tea","2024-09-11T00:00:00.000","Violations were cited in the following area(s).","04C","Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical","47",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.723021068061","-73.950347090563","301","33","056900","3066759","3026800044","BK76","POINT (-73.950347090563 40.723021068061)"
"41158746","BROTHER'S PIZZERIA","Queens","30-50","14 STREET","11102","7187771111","Pizza","2025-03-19T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","31",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.76965274574","-73.930892674772","401","22","007900","4005669","4005160007","QN71","POINT (-73.930892674772 40.76965274574)"
"41573988","LA BOULANGERIE","Queens","109-01","72 ROAD","11375","9179033453","French","2024-10-07T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","24",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.719035707616","-73.841504707675","406","29","073700","4078031","4032580023","QN17","POINT (-73.841504707675 40.719035707616)"
"50173396","UNGLO","Manhattan","35","WEST   64 STREET","10023","2125165194","Thai","2026-01-08T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","2026-01-08T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.771549323242","-73.98059437589","107","06","014900","1028130","1011170014","MN14","POINT (-73.98059437589 40.771549323242)"
"41627315","CHIPOTLE MEXICAN GRILL","Manhattan","281","BROADWAY","10007","2123853506","Tex-Mex","2024-11-06T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.714443275757","-74.00608541977","101","01","002100","1087951","1001497502","MN24","POINT (-74.00608541977 40.714443275757)"
"50114353","QUESADILLAS DONA MATY","Manhattan","158","EAST  116 STREET","10029","6467896237","Mexican","2025-09-03T00:00:00.000","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","36","C","2025-09-03T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.798371281598","-73.941066108998","111","08","018200","1052259","1016430049","MN34","POINT (-73.941066108998 40.798371281598)"
"50066463","CAFE 53","Manhattan","1301","AVE OF TH AMER",,"2123507441","American","2024-03-28T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","2024-03-28T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","0","0",,,,,"1",,
"50107525","TARA ROSE","Manhattan","384","3 AVENUE","10016","3472656855","American","2023-06-15T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","21",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.741680932408","-73.981075851859","106","02","006800","1018181","1008830048","MN21","POINT (-73.981075851859 40.741680932408)"
"50138270","MEEM SPICY GROCERY AND DELI","Manhattan","160","EAST   28 STREET","10016","6462179551","Bangladeshi","2024-09-30T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02B","Hot TCS food item not held at or above 140 °F.","Critical","50",,,"2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.742328805154","-73.981746896335","106","02","006800","1018185","1008830052","MN21","POINT (-73.981746896335 40.742328805154)"
"50149698","MARIA'S PIZZA","Brooklyn","7101","FORT HAMILTON PARKWAY","11228","3477754169","Pizza","2024-06-03T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","49",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.627644551284","-74.013671616699","310","43","020600","3147032","3059020010","BK30","POINT (-74.013671616699 40.627644551284)"
"50133338","ART COLLECTIVE CAFE","Brooklyn","97A","7 AVENUE","11215","7184961282","Coffee/Tea","2026-04-01T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","40",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.674194245262","-73.97562980656","306","39","015700","3024629","3010650001","BK37","POINT (-73.97562980656 40.674194245262)"
"40391032","KABAB CAFE","Queens","25-12","STEINWAY STREET","11103","7187289858","Egyptian","2024-10-15T00:00:00.000","Establishment re-closed by DOHMH.","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","39",,,"2026-07-01T06:00:14.000","Cycle Inspection / Reopening Inspection","40.767578504673","-73.912003004071","401","22","014300","4010277","4006540067","QN70","POINT (-73.912003004071 40.767578504673)"
"41608757","Great Wall","Bronx","1476","WHITE PLAINS ROAD","10462","7188288288","Chinese","2024-05-15T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","16",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.837190011171","-73.863429737423","209","18","021602","2029089","2039370075","BX46","POINT (-73.863429737423 40.837190011171)"
"50120496","DELLA'S","Manhattan","66","WEST BROADWAY","10007","2126029912","Italian","2024-09-30T00:00:00.000","Violations were cited in the following area(s).","02C","Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.","Critical","7","A","2024-09-30T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.71464337504","-74.009934378528","101","01","002100","1001418","1001320001","MN24","POINT (-74.009934378528 40.71464337504)"
"50120842","MOLYVOS","Manhattan","402","WEST   43 STREET","10036","9145896125","Greek","2023-03-27T00:00:00.000","Violations were cited in the following area(s).","05F","Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures","Critical","28","C","2023-03-27T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.759358525789","-73.992787848733","104","03","012100","1083745","1010520001","MN15","POINT (-73.992787848733 40.759358525789)"
"50119874","DELICIAS MARLEN COFFEE SHOP","Queens","90-10","144 PLACE","11435","3474376074","Latin American","2025-05-06T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","53",,,"2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.701828658051","-73.81069882009","412","24","021200","4438700","4099830009","QN61","POINT (-73.81069882009 40.701828658051)"
"50118976","CAPY","Manhattan","180","HESTER STREET","10013","6463701050","Bakery Products/Desserts","2023-05-02T00:00:00.000","Violations were cited in the following area(s).","20-04","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.718102192506","-73.997810282534","102","01","004100","1087706","1002057502","MN24","POINT (-73.997810282534 40.718102192506)"
"40388091","MASAWA","Manhattan","1239","AMSTERDAM AVENUE","10027","2126630505","Ethiopian","2023-09-27T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","13","A","2023-09-27T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.809898713071","-73.95878570577","109","07","020701","1059521","1019630030","MN09","POINT (-73.95878570577 40.809898713071)"
"41573961","GOOD VIEW BAKERY","Brooklyn","7820","NEW UTRECHT AVENUE","11214","7186219388","Chinese","2023-11-06T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","7","A","2023-11-06T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.61316388294","-74.000698739412","311","38","018200","3162097","3062590044","BK28","POINT (-74.000698739412 40.61316388294)"
"41679329","BEST COFFEE SHOP","Brooklyn","4410","FT HAMILTON PARKWAY","11219","7184351014","American","2023-11-27T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","6","A","2023-11-27T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.640529241731","-73.99444381573","312","39","011200","3136345","3056080029","BK34","POINT (-73.99444381573 40.640529241731)"
"41155290","CHIPOTLE MEXICAN GRILL","Manhattan","620","9 AVENUE","10036","2122473275","Mexican","2025-12-02T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","29",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.759624696811","-73.991741006856","104","03","012100","1024978","1010340061","MN15","POINT (-73.991741006856 40.759624696811)"
"50140161","STARBUCKS - CHARTWELLS","Manhattan","15","BEEKMAN STREET","10038","7043285184","Coffee/Tea","2025-06-09T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","17",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.711042495406","-74.006297924565","101","01","001501","1079101","1000920030","MN25","POINT (-74.006297924565 40.711042495406)"
"50053916","DO OR DIVE","Brooklyn","1108","BEDFORD AVENUE","11216","2035204143","American","2023-01-19T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2023-01-19T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.686808326621","-73.95461090816","303","36","022900","3056466","3019710031","BK69","POINT (-73.95461090816 40.686808326621)"
"50084352","JING JIANG SEAFOOD RESTAURANT","Brooklyn","4619","8 AVENUE","11220","7188538883","Chinese","2026-04-20T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","62",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.643191804231","-74.001531435087","312","38","009400","3012097","3007600003","BK34","POINT (-74.001531435087 40.643191804231)"
"50123491","BOTTE","Brooklyn","327","GOLD STREET","11201","7185165090","Italian","2024-01-31T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","65",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.694528905214","-73.983271014845","302","35","001500","3332462","3020490008","BK38","POINT (-73.983271014845 40.694528905214)"
"50146785","ANTOJITOS EL MIJIN","Queens","101-06","NORTHERN BOULEVARD","11368","6466577368","Latin American","2025-09-25T00:00:00.000","Violations were cited in the following area(s).","19-06","Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Re-inspection","40.757445771667","-73.867290084237","403","21","037700","4042543","4017160003","QN26","POINT (-73.867290084237 40.757445771667)"
"50136734","CAFE W","Queens","35-29","154 STREET","11354","7187990264","Bakery Products/Desserts","2025-04-25T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","45",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.765812235203","-73.810833942152","407","19","117100","4620344","4052650010","QN51","POINT (-73.810833942152 40.765812235203)"
"50058330","MIKE'S","Manhattan","44","EAST   32 STREET","10016","7187305025","Coffee/Tea","2025-10-08T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","34",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.746254066103","-73.983398726189","105","04","007400","1016993","1008610047","MN17","POINT (-73.983398726189 40.746254066103)"
"50115978","QUE RICO","Queens","32-14","STEINWAY STREET","11103","7188131286","Latin American","2024-10-31T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","25",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.758575588362","-73.919328083317","401","22","015500","4010411","4006560042","QN70","POINT (-73.919328083317 40.758575588362)"
"50154630","PARIS BAGUETTE","Queens","40-22","82 STREET","11373","6464271900","Bakery Products/Desserts","2025-02-21T00:00:00.000","Violations were cited in the following area(s).","19-06","Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.746943023946","-73.883822324374","404","25","026901","4036875","4014920017","QN29","POINT (-73.883822324374 40.746943023946)"
"50106096","BUSHWICK BURGER CO.","Brooklyn","354","CORNELIA STREET","11237","7189750224","Hamburgers","2025-10-08T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","18",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.695949409986","-73.90984761449","304","37","043500","3077700","3033850035","BK77","POINT (-73.90984761449 40.695949409986)"
